"Source","Target","Type"
"concern","register","Undirected"
"concern","rheme","Undirected"
"concern","situation","Undirected"
"concern","subject","Undirected"
"concern","term","Undirected"
"concern","text","Undirected"
"concern","theme","Undirected"
"concern","topic","Undirected"
"concern","traditional","Undirected"
"concern","turn","Undirected"
"concern","two","Undirected"
"configuration","criterion","Undirected"
"configuration","fulfill","Undirected"
"configuration","meaningful","Undirected"
"configuration","sing","Undirected"
"configuration","text","Undirected"
"configure","context","Undirected"
"configure","dynamic","Undirected"
"configure","instance","Undirected"
"configure","meaning","Undirected"
"configure","particular","Undirected"
"configure","sfl","Undirected"
"configure","text","Undirected"
"conjunction","constitute","Undirected"
"conjunction","ellipsis","Undirected"
"conjunction","focus","Undirected"
"conjunction","information","Undirected"
"conjunction","internal","Undirected"
"conjunction","intersentential","Undirected"
"conjunction","language","Undirected"
"conjunction","lexical","Undirected"
"conjunction","like","Undirected"
"conjunction","line","Undirected"
"conjunction","linguistic","Undirected"
"conjunction","link","Undirected"
"conjunction","non-structural","Undirected"
"conjunction","pattern","Undirected"
"conjunction","refer","Undirected"
"conjunction","reference","Undirected"
"conjunction","regularity","Undirected"
"conjunction","relation","Undirected"
"conjunction","result","Undirected"
"conjunction","semantic","Undirected"
"conjunction","stretch","Undirected"
"conjunction","structural","Undirected"
"conjunction","structure","Undirected"
"conjunction","substitution","Undirected"
"conjunction","text","Undirected"
"conjunction","textual","Undirected"
"conjunction","textuality","Undirected"
"conjunction","thematic","Undirected"
"conjunction","unit","Undirected"
"conjunction","whose","Undirected"
"connect","construct","Undirected"
"connect","context","Undirected"
"connect","conventional","Undirected"
"connect","define","Undirected"
"connect","discourse","Undirected"
"connect","ground","Undirected"
"connect","imply","Undirected"
"connect","informal","Undirected"
"connect","interaction","Undirected"
"connect","language","Undirected"
"connect","mean","Undirected"
"connect","meaning","Undirected"
"connect","motivate","Undirected"
"connect","need","Undirected"
"connect","particular","Undirected"
"connect","passage","Undirected"
"connect","point","Undirected"
"connect","possible","Undirected"
"connect","produce","Undirected"
"connect","refer","Undirected"
"connect","relevant","Undirected"
"connect","semiotic","Undirected"
"connect","sequence","Undirected"
"connect","shape","Undirected"
"connect","sign","Undirected"
"connect","signal","Undirected"
"connect","situationally","Undirected"
"connect","social","Undirected"
"connect","speak","Undirected"
"connect","speaker","Undirected"
"connect","string","Undirected"
"connect","system","Undirected"
"connect","term","Undirected"
"connect","text","Undirected"
"connect","unconnect","Undirected"
"connect","understand","Undirected"
"connect","word","Undirected"
"connectos","consider","Undirected"
"connectos","contextual","Undirected"
"connectos","discourse","Undirected"
"connectos","emphasis","Undirected"
"connectos","grammar","Undirected"
"connectos","object","Undirected"
"connectos","perspective","Undirected"
"connectos","sense","Undirected"
"connectos","side","Undirected"
"connectos","structural","Undirected"
"connectos","text","Undirected"
"connectos","textual","Undirected"
"connectos","unique","Undirected"
"connectos","unitary","Undirected"
"connectos","wide","Undirected"
"consider","contextual","Undirected"
"consider","discourse","Undirected"
"consider","emphasis","Undirected"
"consider","grammar","Undirected"
"consider","individual","Undirected"
"consider","object","Undirected"
"consider","perspective","Undirected"
"consider","satisfy","Undirected"
"consider","sense","Undirected"
"consider","sequence","Undirected"
"consider","side","Undirected"
"consider","standard","Undirected"
"consider","structural","Undirected"
"consider","symbol","Undirected"
"consider","text","Undirected"
"consider","textual","Undirected"
"consider","unique","Undirected"
"consider","unitary","Undirected"
"consider","wide","Undirected"
"consider","word","Undirected"
"consistent","context","Undirected"
"consistent","discourse","Undirected"
"consistent","passage","Undirected"
"consistent","regard","Undirected"
"consistent","register","Undirected"
"consistent","situation","Undirected"
"consistent","text","Undirected"
"consistent","two","Undirected"
"constitute","contingent","Undirected"
"constitute","correspond","Undirected"
"constitute","definable","Undirected"
"constitute","definition","Undirected"
"constitute","discourse","Undirected"
"constitute","ellipsis","Undirected"
"constitute","embed","Undirected"
"constitute","focus","Undirected"
"constitute","formal","Undirected"
"constitute","function","Undirected"
"constitute","identify","Undirected"
"constitute","informativeness","Undirected"
"constitute","interaction","Undirected"
"constitute","internal","Undirected"
"constitute","intersentential","Undirected"
"constitute","language","Undirected"
"constitute","lexical","Undirected"
"constitute","line","Undirected"
"constitute","linguistic","Undirected"
"constitute","link","Undirected"
"constitute","main","Undirected"
"constitute","need","Undirected"
"constitute","network","Undirected"
"constitute","presumably","Undirected"
"constitute","principle","Undirected"
"constitute","process","Undirected"
"constitute","product","Undirected"
"constitute","production","Undirected"
"constitute","provide","Undirected"
"constitute","radical","Undirected"
"constitute","reference","Undirected"
"constitute","regularity","Undirected"
"constitute","represent","Undirected"
"constitute","result","Undirected"
"constitute","see","Undirected"
"constitute","separation","Undirected"
"constitute","social","Undirected"
"constitute","specific","Undirected"
"constitute","stretch","Undirected"
"constitute","structure","Undirected"
"constitute","surpass","Undirected"
"constitute","tendency","Undirected"
"constitute","text","Undirected"
"constitute","textual","Undirected"
"constitute","textuality","Undirected"
"constitute","texture","Undirected"
"constitute","unit","Undirected"
"constitute","use","Undirected"
"constitute","value","Undirected"
"constitute","whose","Undirected"
"construct","context","Undirected"
"construct","conventional","Undirected"
"construct","discourse","Undirected"
"construct","function","Undirected"
"construct","ground","Undirected"
"construct","informal","Undirected"
"construct","interaction","Undirected"
"construct","meaning","Undirected"
"construct","particular","Undirected"
"construct","point","Undirected"
"construct","possess","Undirected"
"construct","possible","Undirected"
"construct","produce","Undirected"
"construct","refer","Undirected"
"construct","sequence","Undirected"
"construct","sign","Undirected"
"construct","signal","Undirected"
"construct","speak","Undirected"
"construct","speaker","Undirected"
"construct","term","Undirected"
"construct","text","Undirected"
"construct","texture","Undirected"
"construct","unit","Undirected"
"construction","context","Undirected"
"construction","language","Undirected"
"construction","mean","Undirected"
"construction","resource","Undirected"
"construction","system","Undirected"
"construction","text","Undirected"
"construction","use","Undirected"
"consume","context","Undirected"
"consume","entity","Undirected"
"consume","human","Undirected"
"consume","intersubjective","Undirected"
"consume","pragmatic","Undirected"
"consume","produce","Undirected"
"consume","reader","Undirected"
"consume","relationship","Undirected"
"consume","school","Undirected"
"consume","teacher","Undirected"
"consume","text","Undirected"
"contemporary","linguistic","Undirected"
"contemporary","regard","Undirected"
"contemporary","result","Undirected"
"contemporary","study","Undirected"
"contemporary","text","Undirected"
"contemporary","unit","Undirected"
"content","sequence","Undirected"
"content","sign","Undirected"
"content","superordinate","Undirected"
"content","text","Undirected"
"content","thematic","Undirected"
"content","vary","Undirected"
"context","continuous","Undirected"
"context","conventional","Undirected"
"context","disconnect","Undirected"
"context","discourse","Undirected"
"context","distinguish","Undirected"
"context","dynamic","Undirected"
"context","element","Undirected"
"context","entity","Undirected"
"context","generate","Undirected"
"context","ground","Undirected"
"context","happen","Undirected"
"context","human","Undirected"
"context","immediate","Undirected"
"context","informal","Undirected"
"context","instance","Undirected"
"context","interaction","Undirected"
"context","interconnect","Undirected"
"context","intersubjective","Undirected"
"context","language","Undirected"
"context","make","Undirected"
"context","manifest","Undirected"
"context","mean","Undirected"
"context","meaning","Undirected"
"context","motivate","Undirected"
"context","need","Undirected"
"context","operate","Undirected"
"context","oral","Undirected"
"context","organize","Undirected"
"context","parameter","Undirected"
"context","particular","Undirected"
"context","passage","Undirected"
"context","people","Undirected"
"context","point","Undirected"
"context","possible","Undirected"
"context","practice","Undirected"
"context","pragmatic","Undirected"
"context","process","Undirected"
"context","produce","Undirected"
"context","production","Undirected"
"context","quote","Undirected"
"context","reader","Undirected"
"context","record","Undirected"
"context","refer","Undirected"
"context","regard","Undirected"
"context","register","Undirected"
"context","relation","Undirected"
"context","relationship","Undirected"
"context","remember","Undirected"
"context","represent","Undirected"
"context","resource","Undirected"
"context","respect","Undirected"
"context","role","Undirected"
"context","school","Undirected"
"context","semantic","Undirected"
"context","semiotic","Undirected"
"context","sense","Undirected"
"context","sentence","Undirected"
"context","sequence","Undirected"
"context","set","Undirected"
"context","sfl","Undirected"
"context","shape","Undirected"
"context","sign","Undirected"
"context","signal","Undirected"
"context","situation","Undirected"
"context","social","Undirected"
"context","speak","Undirected"
"context","speaker","Undirected"
"context","specific","Undirected"
"context","stratify","Undirected"
"context","system","Undirected"
"context","take","Undirected"
"context","teacher","Undirected"
"context","term","Undirected"
"context","text","Undirected"
"context","texture","Undirected"
"context","two","Undirected"
"context","understand","Undirected"
"context","unit","Undirected"
"context","unity","Undirected"
"context","use","Undirected"
"context","write","Undirected"
"contextual","discourse","Undirected"
"contextual","distinguish","Undirected"
"contextual","emphasis","Undirected"
"contextual","grammar","Undirected"
"contextual","informativity","Undirected"
"contextual","intentionality","Undirected"
"contextual","intertextuality","Undirected"
"contextual","object","Undirected"
"contextual","perspective","Undirected"
"contextual","sense","Undirected"
"contextual","side","Undirected"
"contextual","situationality","Undirected"
"contextual","standard","Undirected"
"contextual","structural","Undirected"
"contextual","text","Undirected"
"contextual","textual","Undirected"
"contextual","textuality","Undirected"
"contextual","unique","Undirected"
"contextual","unitary","Undirected"
"contextual","wide","Undirected"
"contingent","correspond","Undirected"
"contingent","language","Undirected"
"contingent","need","Undirected"
"contingent","network","Undirected"
"contingent","radical","Undirected"
"contingent","represent","Undirected"
"contingent","result","Undirected"
"contingent","specific","Undirected"
"contingent","surpass","Undirected"
"contingent","tendency","Undirected"
"contingent","text","Undirected"
"contingent","use","Undirected"
"contingent","value","Undirected"
"continuous","operate","Undirected"
"continuous","parameter","Undirected"
"continuous","particular","Undirected"
"continuous","process","Undirected"
"continuous","represent","Undirected"
"continuous","semantic","Undirected"
"continuous","sense","Undirected"
"continuous","situation","Undirected"
"continuous","text","Undirected"
"conventional","discourse","Undirected"
"conventional","ground","Undirected"
"conventional","informal","Undirected"
"conventional","interaction","Undirected"
"conventional","meaning","Undirected"
"conventional","particular","Undirected"
"conventional","point","Undirected"
"conventional","possible","Undirected"
"conventional","produce","Undirected"
"conventional","refer","Undirected"
"conventional","sequence","Undirected"
"conventional","sign","Undirected"
"conventional","signal","Undirected"
"conventional","speak","Undirected"
"conventional","speaker","Undirected"
"conventional","term","Undirected"
"conventional","text","Undirected"
"conversation","discussion","Undirected"
"conversation","fade","Undirected"
"conversation","multiplicity","Undirected"
"conversation","text","Undirected"
"conversation","voice","Undirected"
"convey","discourse","Undirected"
"convey","express","Undirected"
"convey","form","Undirected"
"convey","intend","Undirected"
"convey","mean","Undirected"
"convey","paragraph","Undirected"
"convey","section","Undirected"
"convey","sentence","Undirected"
"convey","sequence","Undirected"
"convey","specific","Undirected"
"convey","structure","Undirected"
"convey","text","Undirected"
"convey","word","Undirected"
"correspond","language","Undirected"
"correspond","need","Undirected"
"correspond","network","Undirected"
"correspond","radical","Undirected"
"correspond","represent","Undirected"
"correspond","result","Undirected"
"correspond","specific","Undirected"
"correspond","surpass","Undirected"
"correspond","tendency","Undirected"
"correspond","text","Undirected"
"correspond","use","Undirected"
"correspond","value","Undirected"
"create","device","Undirected"
"create","grammatical","Undirected"
"create","language","Undirected"
"create","lexical","Undirected"
"create","property","Undirected"
"create","text","Undirected"
"create","texture","Undirected"
"criterion","define","Undirected"
"criterion","entity","Undirected"
"criterion","fulfill","Undirected"
"criterion","meaningful","Undirected"
"criterion","pragmatic","Undirected"
"criterion","sing","Undirected"
"criterion","text","Undirected"
"criterion","transsystemic","Undirected"
"cultural","environment","Undirected"
"cultural","origin","Undirected"
"cultural","reflect","Undirected"
"cultural","sign","Undirected"
"cultural","social","Undirected"
"cultural","system","Undirected"
"cultural","text","Undirected"
"decision","option","Undirected"
"decision","selection","Undirected"
"decision","system","Undirected"
"decision","text","Undirected"
"decision","utilization","Undirected"
"definable","definition","Undirected"
"definable","formal","Undirected"
"definable","function","Undirected"
"definable","identify","Undirected"
"definable","informativeness","Undirected"
"definable","language","Undirected"
"definable","main","Undirected"
"definable","presumably","Undirected"
"definable","principle","Undirected"
"definable","provide","Undirected"
"definable","see","Undirected"
"definable","separation","Undirected"
"definable","text","Undirected"
"definable","textuality","Undirected"
"definable","texture","Undirected"
"definable","unit","Undirected"
"definable","use","Undirected"
"define","discourse","Undirected"
"define","end","Undirected"
"define","endow","Undirected"
"define","entity","Undirected"
"define","extension","Undirected"
"define","formal","Undirected"
"define","halliday","Undirected"
"define","imply","Undirected"
"define","indicator","Undirected"
"define","informativity","Undirected"
"define","intentionality","Undirected"
"define","intertextuality","Undirected"
"define","linguistic","Undirected"
"define","make","Undirected"
"define","meaning","Undirected"
"define","meaningful","Undirected"
"define","meet","Undirected"
"define","much","Undirected"
"define","occurrence","Undirected"
"define","pragmatic","Undirected"
"define","relate","Undirected"
"define","rigorously","Undirected"
"define","semantic","Undirected"
"define","sentence","Undirected"
"define","sequence","Undirected"
"define","sequentially","Undirected"
"define","seven","Undirected"
"define","situationality","Undirected"
"define","socio-communicative","Undirected"
"define","sort","Undirected"
"define","speak","Undirected"
"define","standard","Undirected"
"define","string","Undirected"
"define","strong","Undirected"
"define","structure","Undirected"
"define","system","Undirected"
"define","term","Undirected"
"define","text","Undirected"
"define","textuality","Undirected"
"define","transsystemic","Undirected"
"define","unchangeable","Undirected"
"define","unconnect","Undirected"
"define","unity","Undirected"
"define","value","Undirected"
"define","word","Undirected"
"define","write","Undirected"
"definition","formal","Undirected"
"definition","function","Undirected"
"definition","identify","Undirected"
"definition","informativeness","Undirected"
"definition","language","Undirected"
"definition","main","Undirected"
"definition","presumably","Undirected"
"definition","principle","Undirected"
"definition","provide","Undirected"
"definition","see","Undirected"
"definition","separation","Undirected"
"definition","text","Undirected"
"definition","textuality","Undirected"
"definition","texture","Undirected"
"definition","unit","Undirected"
"definition","use","Undirected"
"device","grammatical","Undirected"
"device","language","Undirected"
"device","lexical","Undirected"
"device","property","Undirected"
"device","text","Undirected"
"device","texture","Undirected"
"different","grammatical","Undirected"
"different","integrity","Undirected"
"different","lexical","Undirected"
"different","linkage","Undirected"
"different","logical","Undirected"
"different","result","Undirected"
"different","stylistic","Undirected"
"different","text","Undirected"
"different","theme","Undirected"
"different","type","Undirected"
"different","wholeness","Undirected"
"directionality","producer","Undirected"
"directionality","purpose","Undirected"
"directionality","recipient","Undirected"
"directionality","text","Undirected"
"disconnect","distinguish","Undirected"
"disconnect","make","Undirected"
"disconnect","respect","Undirected"
"disconnect","sentence","Undirected"
"disconnect","set","Undirected"
"disconnect","text","Undirected"
"disconnect","texture","Undirected"
"disconnect","unity","Undirected"
"discontextualized","object","Undirected"
"discontextualized","text","Undirected"
"discourse","dynamic","Undirected"
"discourse","embed","Undirected"
"discourse","emphasis","Undirected"
"discourse","encode","Undirected"
"discourse","endow","Undirected"
"discourse","express","Undirected"
"discourse","extension","Undirected"
"discourse","flow","Undirected"
"discourse","form","Undirected"
"discourse","formal","Undirected"
"discourse","function","Undirected"
"discourse","grammar","Undirected"
"discourse","ground","Undirected"
"discourse","happen","Undirected"
"discourse","immediate","Undirected"
"discourse","informal","Undirected"
"discourse","intend","Undirected"
"discourse","interaction","Undirected"
"discourse","involve","Undirected"
"discourse","large","Undirected"
"discourse","linguistic","Undirected"
"discourse","material","Undirected"
"discourse","mean","Undirected"
"discourse","meaning","Undirected"
"discourse","numb","Undirected"
"discourse","object","Undirected"
"discourse","occurrence","Undirected"
"discourse","paragraph","Undirected"
"discourse","particular","Undirected"
"discourse","passage","Undirected"
"discourse","perspective","Undirected"
"discourse","point","Undirected"
"discourse","possible","Undirected"
"discourse","process","Undirected"
"discourse","produce","Undirected"
"discourse","product","Undirected"
"discourse","production","Undirected"
"discourse","quote","Undirected"
"discourse","realization","Undirected"
"discourse","record","Undirected"
"discourse","refer","Undirected"
"discourse","regard","Undirected"
"discourse","register","Undirected"
"discourse","relevant","Undirected"
"discourse","remember","Undirected"
"discourse","repertoire","Undirected"
"discourse","scaffold","Undirected"
"discourse","section","Undirected"
"discourse","see","Undirected"
"discourse","select","Undirected"
"discourse","semantic","Undirected"
"discourse","sense","Undirected"
"discourse","sentence","Undirected"
"discourse","sequence","Undirected"
"discourse","side","Undirected"
"discourse","sign","Undirected"
"discourse","signal","Undirected"
"discourse","situation","Undirected"
"discourse","situationally","Undirected"
"discourse","small","Undirected"
"discourse","social","Undirected"
"discourse","socio-communicative","Undirected"
"discourse","source","Undirected"
"discourse","speak","Undirected"
"discourse","speaker","Undirected"
"discourse","specific","Undirected"
"discourse","structural","Undirected"
"discourse","structure","Undirected"
"discourse","take","Undirected"
"discourse","term","Undirected"
"discourse","text","Undirected"
"discourse","textual","Undirected"
"discourse","think","Undirected"
"discourse","two","Undirected"
"discourse","unique","Undirected"
"discourse","unit","Undirected"
"discourse","unitary","Undirected"
"discourse","unity","Undirected"
"discourse","view","Undirected"
"discourse","wave","Undirected"
"discourse","wide","Undirected"
"discourse","word","Undirected"
"discourse","write","Undirected"
"discursive","event","Undirected"
"discursive","text","Undirected"
"discursive","trace","Undirected"
"discussion","fade","Undirected"
"discussion","multiplicity","Undirected"
"discussion","text","Undirected"
"discussion","voice","Undirected"
"distinguish","informativity","Undirected"
"distinguish","intentionality","Undirected"
"distinguish","intertextuality","Undirected"
"distinguish","make","Undirected"
"distinguish","respect","Undirected"
"distinguish","sentence","Undirected"
"distinguish","set","Undirected"
"distinguish","situationality","Undirected"
"distinguish","standard","Undirected"
"distinguish","text","Undirected"
"distinguish","textuality","Undirected"
"distinguish","texture","Undirected"
"distinguish","unity","Undirected"
"distribution","implicate","Undirected"
"distribution","information","Undirected"
"distribution","much","Undirected"
"distribution","necessarily","Undirected"
"distribution","new","Undirected"
"distribution","old","Undirected"
"distribution","predicate","Undirected"
"distribution","rheme","Undirected"
"distribution","subject","Undirected"
"distribution","term","Undirected"
"distribution","text","Undirected"
"distribution","theme","Undirected"
"distribution","topic","Undirected"
"distribution","traditional","Undirected"
"distribution","turn","Undirected"
"do","form","Undirected"
"do","length","Undirected"
"do","linguistic","Undirected"
"do","passage","Undirected"
"do","refer","Undirected"
"do","speak","Undirected"
"do","text","Undirected"
"do","unify","Undirected"
"do","use","Undirected"
"do","whole","Undirected"
"do","word","Undirected"
"do","write","Undirected"
"document","oral","Undirected"
"document","represent","Undirected"
"document","tangible","Undirected"
"document","text","Undirected"
"document","utterance","Undirected"
"document","write","Undirected"
"dynamic","flow","Undirected"
"dynamic","instance","Undirected"
"dynamic","large","Undirected"
"dynamic","meaning","Undirected"
"dynamic","particular","Undirected"
"dynamic","scaffold","Undirected"
"dynamic","sfl","Undirected"
"dynamic","small","Undirected"
"dynamic","structure","Undirected"
"dynamic","text","Undirected"
"dynamic","unit","Undirected"
"dynamic","view","Undirected"
"dynamic","wave","Undirected"
"editorial","intertextual","Undirected"
"editorial","interweave","Undirected"
"editorial","layout","Undirected"
"editorial","lexical","Undirected"
"editorial","multiple","Undirected"
"editorial","representational","Undirected"
"editorial","rhetorial","Undirected"
"editorial","semantic","Undirected"
"editorial","semiotic","Undirected"
"editorial","syntactic","Undirected"
"editorial","system","Undirected"
"editorial","text","Undirected"
"editorial","typesetting","Undirected"
"element","essential","Undirected"
"element","form","Undirected"
"element","generate","Undirected"
"element","integrate","Undirected"
"element","interconnect","Undirected"
"element","linguistic","Undirected"
"element","make","Undirected"
"element","must","Undirected"
"element","mutually","Undirected"
"element","non-structural","Undirected"
"element","oral","Undirected"
"element","other","Undirected"
"element","particular","Undirected"
"element","people","Undirected"
"element","provide","Undirected"
"element","recognizably","Undirected"
"element","relation","Undirected"
"element","relevant","Undirected"
"element","serve","Undirected"
"element","structural","Undirected"
"element","system","Undirected"
"element","text","Undirected"
"element","texture","Undirected"
"element","two","Undirected"
"element","whole","Undirected"
"element","write","Undirected"
"ellipsis","focus","Undirected"
"ellipsis","information","Undirected"
"ellipsis","internal","Undirected"
"ellipsis","intersentential","Undirected"
"ellipsis","language","Undirected"
"ellipsis","lexical","Undirected"
"ellipsis","like","Undirected"
"ellipsis","line","Undirected"
"ellipsis","linguistic","Undirected"
"ellipsis","link","Undirected"
"ellipsis","non-structural","Undirected"
"ellipsis","pattern","Undirected"
"ellipsis","refer","Undirected"
"ellipsis","reference","Undirected"
"ellipsis","regularity","Undirected"
"ellipsis","relation","Undirected"
"ellipsis","result","Undirected"
"ellipsis","semantic","Undirected"
"ellipsis","stretch","Undirected"
"ellipsis","structural","Undirected"
"ellipsis","structure","Undirected"
"ellipsis","substitution","Undirected"
"ellipsis","text","Undirected"
"ellipsis","textual","Undirected"
"ellipsis","textuality","Undirected"
"ellipsis","thematic","Undirected"
"ellipsis","unit","Undirected"
"ellipsis","whose","Undirected"
"embed","interaction","Undirected"
"embed","process","Undirected"
"embed","product","Undirected"
"embed","production","Undirected"
"embed","social","Undirected"
"embed","text","Undirected"
"embody","impossible","Undirected"
"embody","linguistic","Undirected"
"embody","message","Undirected"
"embody","say","Undirected"
"embody","structure","Undirected"
"embody","text","Undirected"
"emphasis","grammar","Undirected"
"emphasis","object","Undirected"
"emphasis","perspective","Undirected"
"emphasis","sense","Undirected"
"emphasis","side","Undirected"
"emphasis","structural","Undirected"
"emphasis","text","Undirected"
"emphasis","textual","Undirected"
"emphasis","unique","Undirected"
"emphasis","unitary","Undirected"
"emphasis","wide","Undirected"
"encode","sentence","Undirected"
"encode","text","Undirected"
"encode","think","Undirected"
"encode","unit","Undirected"
"end","indicator","Undirected"
"end","linguistic","Undirected"
"end","meaningful","Undirected"
"end","sequentially","Undirected"
"end","structure","Undirected"
"end","text","Undirected"
"endow","extension","Undirected"
"endow","formal","Undirected"
"endow","linguistic","Undirected"
"endow","occurrence","Undirected"
"endow","semantic","Undirected"
"endow","socio-communicative","Undirected"
"endow","speak","Undirected"
"endow","text","Undirected"
"endow","unity","Undirected"
"endow","write","Undirected"
"entity","human","Undirected"
"entity","intersubjective","Undirected"
"entity","pragmatic","Undirected"
"entity","produce","Undirected"
"entity","reader","Undirected"
"entity","relationship","Undirected"
"entity","school","Undirected"
"entity","teacher","Undirected"
"entity","text","Undirected"
"entity","transsystemic","Undirected"
"environment","origin","Undirected"
"environment","reflect","Undirected"
"environment","sign","Undirected"
"environment","social","Undirected"
"environment","system","Undirected"
"environment","text","Undirected"
"essential","non-structural","Undirected"
"essential","provide","Undirected"
"essential","relation","Undirected"
"essential","serve","Undirected"
"essential","structural","Undirected"
"essential","texture","Undirected"
"essential","two","Undirected"
"event","happen","Undirected"
"event","informativity","Undirected"
"event","intentionality","Undirected"
"event","intertextuality","Undirected"
"event","meet","Undirected"
"event","participation","Undirected"
"event","possible","Undirected"
"event","product","Undirected"
"event","reader","Undirected"
"event","record","Undirected"
"event","see","Undirected"
"event","sentence","Undirected"
"event","seven","Undirected"
"event","situationality","Undirected"
"event","smething","Undirected"
"event","social","Undirected"
"event","standard","Undirected"
"event","text","Undirected"
"event","textuality","Undirected"
"event","trace","Undirected"
"event","write","Undirected"
"evoke","length","Undirected"
"evoke","oral","Undirected"
"evoke","passage","Undirected"
"evoke","text","Undirected"
"evoke","unity","Undirected"
"evoke","various","Undirected"
"evoke","write","Undirected"
"example","extralinguistic","Undirected"
"example","form","Undirected"
"example","interact","Undirected"
"example","lexis","Undirected"
"example","linguistic","Undirected"
"example","multiple","Undirected"
"example","reader","Undirected"
"example","syntax","Undirected"
"example","system","Undirected"
"example","text","Undirected"
"example","writer","Undirected"
"exchange","meaning","Undirected"
"exchange","semantic","Undirected"
"exchange","social","Undirected"
"exchange","text","Undirected"
"exchange","unit","Undirected"
"expand","indefinitely","Undirected"
"expand","manifest","Undirected"
"expand","purport","Undirected"
"expand","syntagmatic","Undirected"
"expand","text","Undirected"
"expand","whose","Undirected"
"express","form","Undirected"
"express","intend","Undirected"
"express","mean","Undirected"
"express","paragraph","Undirected"
"express","section","Undirected"
"express","sentence","Undirected"
"express","sequence","Undirected"
"express","specific","Undirected"
"express","structure","Undirected"
"express","text","Undirected"
"express","word","Undirected"
"extension","formal","Undirected"
"extension","linguistic","Undirected"
"extension","occurrence","Undirected"
"extension","semantic","Undirected"
"extension","socio-communicative","Undirected"
"extension","speak","Undirected"
"extension","text","Undirected"
"extension","unity","Undirected"
"extension","write","Undirected"
"extensional","intensional","Undirected"
"extensional","relation","Undirected"
"extensional","semantic","Undirected"
"extensional","text","Undirected"
"extralinguistic","form","Undirected"
"extralinguistic","interact","Undirected"
"extralinguistic","lexis","Undirected"
"extralinguistic","linguistic","Undirected"
"extralinguistic","multiple","Undirected"
"extralinguistic","reader","Undirected"
"extralinguistic","syntax","Undirected"
"extralinguistic","system","Undirected"
"extralinguistic","text","Undirected"
"extralinguistic","writer","Undirected"
"factor","make","Undirected"
"factor","pile","Undirected"
"factor","sentence","Undirected"
"factor","set","Undirected"
"factor","text","Undirected"
"factor","textuality","Undirected"
"fade","multiplicity","Undirected"
"fade","text","Undirected"
"fade","voice","Undirected"
"feature","format","Undirected"
"feature","item","Undirected"
"feature","language","Undirected"
"feature","lexical","Undirected"
"feature","make","Undirected"
"feature","narrative","Undirected"
"feature","pattern","Undirected"
"feature","punctuation","Undirected"
"feature","rhythmic","Undirected"
"feature","set","Undirected"
"feature","similar","Undirected"
"feature","similarity","Undirected"
"feature","structural","Undirected"
"feature","tend","Undirected"
"feature","text","Undirected"
"feature","word","Undirected"
"flow","large","Undirected"
"flow","meaning","Undirected"
"flow","scaffold","Undirected"
"flow","small","Undirected"
"flow","structure","Undirected"
"flow","text","Undirected"
"flow","unit","Undirected"
"flow","view","Undirected"
"flow","wave","Undirected"
"focus","information","Undirected"
"focus","internal","Undirected"
"focus","intersentential","Undirected"
"focus","know","Undirected"
"focus","language","Undirected"
"focus","lexical","Undirected"
"focus","line","Undirected"
"focus","linguistic","Undirected"
"focus","link","Undirected"
"focus","point","Undirected"
"focus","reference","Undirected"
"focus","regularity","Undirected"
"focus","result","Undirected"
"focus","state","Undirected"
"focus","stretch","Undirected"
"focus","structure","Undirected"
"focus","system","Undirected"
"focus","text","Undirected"
"focus","textual","Undirected"
"focus","textuality","Undirected"
"focus","transition","Undirected"
"focus","unit","Undirected"
"focus","whose","Undirected"
"form","integrate","Undirected"
"form","intend","Undirected"
"form","interact","Undirected"
"form","language","Undirected"
"form","length","Undirected"
"form","lexis","Undirected"
"form","linguistic","Undirected"
"form","mean","Undirected"
"form","multiple","Undirected"
"form","must","Undirected"
"form","oral","Undirected"
"form","paragraph","Undirected"
"form","passage","Undirected"
"form","produce","Undirected"
"form","reader","Undirected"
"form","recognizably","Undirected"
"form","refer","Undirected"
"form","section","Undirected"
"form","sentence","Undirected"
"form","sequence","Undirected"
"form","speak","Undirected"
"form","specific","Undirected"
"form","structure","Undirected"
"form","syntax","Undirected"
"form","system","Undirected"
"form","text","Undirected"
"form","unify","Undirected"
"form","use","Undirected"
"form","whole","Undirected"
"form","word","Undirected"
"form","write","Undirected"
"form","writer","Undirected"
"formal","function","Undirected"
"formal","identify","Undirected"
"formal","informativeness","Undirected"
"formal","language","Undirected"
"formal","linguistic","Undirected"
"formal","main","Undirected"
"formal","material","Undirected"
"formal","occurrence","Undirected"
"formal","present","Undirected"
"formal","presumably","Undirected"
"formal","principle","Undirected"
"formal","provide","Undirected"
"formal","see","Undirected"
"formal","semantic","Undirected"
"formal","separation","Undirected"
"formal","socio-communicative","Undirected"
"formal","speak","Undirected"
"formal","text","Undirected"
"formal","textuality","Undirected"
"formal","texture","Undirected"
"formal","unit","Undirected"
"formal","unity","Undirected"
"formal","use","Undirected"
"formal","write","Undirected"
"format","make","Undirected"
"format","narrative","Undirected"
"format","punctuation","Undirected"
"format","set","Undirected"
"format","text","Undirected"
"format","word","Undirected"
"frame","function","Undirected"
"frame","mentally","Undirected"
"frame","need","Undirected"
"frame","text","Undirected"
"fulfill","function","Undirected"
"fulfill","game","Undirected"
"fulfill","give","Undirected"
"fulfill","identifiable","Undirected"
"fulfill","language","Undirected"
"fulfill","meaningful","Undirected"
"fulfill","sing","Undirected"
